class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,8,0,0,0,0,0,0,0,0,0,6,1988,2056,0,0,0,586,0,92,0,0,0,10714,9150,6324,444,0,0,0,0,2,4,0,0,0,0,0,0,0,1576,2474,0,38,0,90,984,14,264,2660,0,0,0,2774,236,58,38,34,178,448,112,54,118,17064,0,6,0,0,586,106,4942,1364,na,na,na,na,na,na,na,na,6180,8.51,17064,17064,18724,22,0,1644,16920,4074,1209600,176,2,0,0,1115.52,0,1867.2,0,6,0,0,0,1770,790,1312,178,0,0,0,6,22,17064,0,1118,8,8,6,650,546,1256,438,20,0,0,2,1302,82,0,0,0,0,1338,22,48,0,0,0,0,0,0,0,0,152,0,0,0,0,50,14,2240,224,0,20,0,0,0,0.72,26,3036,788,22,8,88,102,6,0,0,0,0,0
neg,40028,na,304,208,0,0,0,0,0,620,509506,1792248,549608,26834,990,0,1391686,0,0,0,3696,7524,2495882,2118392,516790,307126,0,0,0,0,194,190,0,0,0,0,0,223428,2203250,117678,335450,0,2342,1076,1196,1398,9082,2860386,3374,0,0,952,893054,700682,239766,206160,213926,222514,217462,182374,3868,0,3017064,40,36,260,4,1391686,43680,258188,255824,202120,216680,na,na,na,na,na,na,91360,40027.1,3017064,3017064,3017832,18016,63316,54752,590120,2879806,1209600,94826,0,80,0,2581495.68,0,294966.72,0,956,0,0,39870,1034036,1374610,382628,37444,9198,1922,98,0,4,3017064,na,5950,742,66648,161990,150500,2060300,420134,13526,16,0,532,2044,1864334,51674,0,181028,0,0,2596206,2006,182,0,0,0,0,0,0,0,0,26228,41512,6940,0,0,105886,13070,2241620,408380,0,0,0,0,2522290,1241.56,1506,312988,720014,549632,246446,415406,320358,166628,82480,65840,14,0,0
neg,3226,2,18,14,0,0,0,0,674,5492,14166,146598,48118,138,0,0,99186,0,0,0,5638,11278,183802,160666,58910,12664,0,0,0,0,64,30,0,0,0,0,0,0,0,8294,206892,0,2600,1366,4400,9830,4238,179104,4656,8986,6,0,107844,55448,25230,10204,6224,3832,2810,1838,858,898,248538,14,6,22,2,99186,1968,18710,38176,na,na,na,na,na,na,na,na,56580,3226.75,248538,248538,241118,915,0,22108,246500,215568,1209600,3758,0,42,0,142764.48,0,58089.6,72,240,658,4548,13816,26906,94286,38560,21982,14382,48,0,20,56,248538,0,1890,138,2832,3718,12168,55302,133686,5322,130,0,26,40,143366,55392,0,262,0,0,147774,456,590,0,0,0,0,0,0,0,0,1936,718,154,0,0,3186,766,0,0,0,0,0,0,2226750,393.08,320,61854,32384,6822,2324,3966,3722,5328,8498,90196,92,0,0
neg,49408,0,236,214,0,0,0,0,0,32434,1959126,755828,72164,6442,0,0,1243414,0,0,0,98150,139420,2447146,2259030,716370,216930,0,0,0,0,146,1052,0,0,0,0,0,0,130980,2154108,540906,0,1774,696,1164,2136,4074,2793652,20708,1790,0,0,1177358,589822,306502,170740,138662,101192,74164,56422,29100,182032,3262134,348,12880,3500,2,1243414,31088,467086,246962,316620,218620,na,na,na,na,na,na,175880,49408.1,3262134,3262134,3232444,15471,44,80410,837240,2827320,1209600,73880,2,98,0,2478427.2,0,345755.52,8,354,0,0,128414,361728,977362,866110,279818,186572,25556,434,2,106,3262134,0,4208,526,116324,196264,81160,2073150,347612,6672,74,4,146,1746,2522044,1438394,0,478,0,0,2522698,2440,248,0,0,0,0,0,0,0,0,17782,8816,2930,3796348,485208,56086,12438,7291660,729722,3212628,17854,0,0,9408180,1130.52,1162,365310,303506,185668,106510,212702,180600,1397168,69612,4918,0,0,0
neg,41472,na,1182,914,0,0,0,0,0,0,3586,891946,2676656,795260,68790,556,1951836,0,0,0,0,0,3810578,3162838,934298,591706,0,0,0,0,1954,292,0,0,0,0,0,682760,3754034,0,0,0,1878,630,1240,445282,3089318,896328,2118,0,0,0,2162176,886006,298472,241470,253624,378842,216204,0,0,0,4745308,0,26,122,28,1951836,65060,469114,463606,205360,220240,309980,na,na,na,na,na,193680,41471.49,4745308,4745308,4753078,21473,194592,108032,1111240,4436794,na,150732,0,134,0,3442388.16,39640.32,951902.4,0,0,0,0,0,59806,948042,1768976,1466842,178906,12352,1870,6,10,4745308,na,4524,818,339848,670700,263970,2241670,895868,19276,120,0,1186,650,112438,31184,0,102254,0,496,3484726,4590,1228,0,0,1470,40384,0,0,0,0,32694,37310,6116,0,0,197604,26792,9086300,1678240,0,0,0,0,1773740,1294.46,1298,1036104,1710684,544408,245506,378132,218784,129036,82412,91618,110,0,0
neg,32804,na,0,na,0,0,0,0,0,0,410,136406,1632948,449530,976,0,1287832,0,0,0,0,0,1967236,1716166,814308,180408,0,0,0,0,0,0,0,0,0,0,0,252,422824,578470,1218724,0,12486,14904,20618,21814,965264,1185058,124,2,0,0,909016,368994,222580,157930,121200,109678,169284,146704,14674,210,2782184,288,954,372,894,1287832,34130,558506,252642,424660,283840,na,na,na,na,na,na,99640,32804.26,2782184,2782184,2743530,14179,55122,31454,356980,2220270,1209600,0,na,na,na,1959375.36,0,257431.68,na,na,0,0,0,24244,865840,1191288,125984,11130,1756,28,na,0,2782184,na,2960,404,64422,170942,147404,1726422,104042,3674,0,0,na,na,na,na,na,na,na,na,na,2446,172,0,0,0,0,0,0,0,0,15694,39096,7618,0,0,113496,19810,4145620,490256,0,0,0,0,3840900,na,na,277616,384566,264192,159396,552824,574350,6378,806,142,0,0,0
neg,1840,na,na,na,0,0,0,0,0,0,118,66358,42050,96,0,0,35064,0,0,na,0,0,99778,93622,31726,3980,0,0,0,0,0,0,0,0,0,0,0,9546,69940,2582,26554,0,1384,34,40,48,226,106888,2,0,0,0,55880,40250,9284,2356,158,62,126,506,0,0,131532,0,98,406,10,35064,884,24902,6656,0,0,0,0,0,0,0,0,31200,1839.15,131532,131532,na,346,1946,na,131240,na,1209600,0,na,na,na,na,na,na,na,na,0,0,0,32948,71520,3436,632,86,0,0,na,0,131532,na,1354,16,3728,1926,7142,86120,7922,414,0,0,na,na,na,na,na,na,na,na,na,72,30,na,na,na,na,na,na,na,na,474,428,108,0,0,2000,376,398040,50324,0,0,0,0,na,na,na,10332,8552,9734,8440,48900,21328,1088,180,68,0,0,0
neg,39830,na,90,86,0,0,0,0,0,0,204,70584,1505892,723092,37880,576,950324,0,0,0,0,0,2109698,1870498,341382,212270,0,0,0,0,258,132,0,0,0,0,0,0,958060,1092214,287954,0,1382,2308,2252,75648,1990850,265778,10,0,0,0,627630,679012,242292,189292,160978,144178,155210,139632,4,0,2451308,140,50,278,8,950324,22882,203610,134930,147000,189680,na,na,na,na,na,na,1840,39829.55,2451308,2451308,2450766,15411,196,1354,28920,2338228,1209600,63366,2,22,0,2068160.64,0,268921.92,0,0,0,0,0,13062,864258,1236362,215826,7166,1512,42,0,4,2451308,na,1992,258,53744,128198,120156,1846890,178146,8750,94,0,142,294,2000234,24094,0,22,0,14,2080410,1222,104,0,0,0,0,0,0,0,0,12628,30028,6918,0,0,71118,14728,348340,37312,0,0,0,0,0,561.3,574,278432,265180,220476,139942,359152,454228,347528,144510,128408,372,0,0
neg,41636,2,48,40,0,0,0,0,0,8796,644976,1588522,336484,40226,12894,0,1288918,0,28,0,21336,27468,2624538,2454414,1303598,136096,0,0,0,0,108,46,0,0,0,0,0,5678,43632,826790,1755798,0,33038,10442,13810,14452,27010,1581288,951858,0,0,0,1062166,365642,280228,217270,132704,109366,100660,115156,84092,164614,3949914,146,42,64,0,1288918,31520,1164234,138268,345180,315260,535780,na,na,na,na,na,102600,41636.44,3949914,3949914,3989514,15529,0,29278,316040,2633382,1209600,45336,0,70,0,2021729.28,155131.2,451821.12,662,1422,0,0,110140,466072,744172,463082,332370,300914,180598,34550,528,552,3949914,0,6266,550,84062,176666,97180,1536478,720380,10202,114,0,40,46,2023334,163446,0,2280,0,0,2035276,1580,284,0,0,340,1158,300,154368,0,0,14500,9480,2134,3975892,730634,90212,11598,40,4,2642454,68,0,0,1636440,1223.14,1204,620740,232864,137438,71778,160228,206674,467340,734218,618,0,0,0
neg,33748,na,2130706446,812,0,0,0,0,0,0,8762,571486,1170630,514376,41090,8948,1170328,0,0,0,0,0,2023718,1691278,399956,283448,0,0,37862,0,1912,398,0,0,0,0,0,48930,961348,753244,551770,0,1376,586,978,1642,35414,2274824,472,0,0,0,617010,597636,173130,123328,96340,86106,141738,410502,69402,100,2424176,82,1114,430,34,1170328,39258,179154,220076,218500,na,na,na,na,na,na,na,177000,33747.88,2424176,2424176,2419238,19757,6600,na,1209520,2315292,1209600,87224,4,46,0,2013238.08,0,300454.08,2,456,0,0,0,172678,837538,932718,344084,26110,1954,210,170,176,2424176,na,3250,390,48170,148778,89914,1088854,907630,28036,270,0,898,748,1984700,72548,0,91766,0,8,2054404,1674,286,0,0,0,0,0,0,0,0,25678,22856,12082,6179824,1063372,60942,12996,3953260,442414,28532,22224,42,48,4722910,823.74,968,318152,510952,334094,156554,300466,246200,150758,100030,187440,10646,2,164
neg,2078,na,6,6,0,0,0,0,0,0,100,962,65668,63132,664,0,53370,0,0,0,0,0,124492,112842,18920,8208,0,0,0,0,14,12,0,0,0,0,0,8336,99830,6972,15388,0,1002,38,82,96,48090,81196,22,0,0,0,60518,51904,11876,5018,558,304,308,40,0,0,143436,96,1294,212,0,53370,1336,10736,8148,na,na,na,na,na,na,na,na,18660,2077.91,143436,143436,146126,416,118,14128,143040,130526,1209600,3824,2,8,0,115747.2,0,13753.92,0,0,0,0,0,64,45916,48080,35588,684,194,0,4,8,143436,na,1152,34,1580,4976,3022,45438,72478,1830,16,0,6,76,115936,55134,0,26,0,8,116556,148,66,0,0,0,0,0,0,0,0,730,792,560,0,0,2230,614,568220,56870,14322,46,0,0,1027200,76.4,88,15952,19594,10182,5358,19762,57502,1788,212,148,28,0,0
neg,753794,na,622,na,0,0,0,0,0,492918,5194504,2149656,60364,0,0,0,21217150,0,0,0,1501906,2169440,36710604,33391276,36612194,3584052,0,0,0,0,2134,640,0,0,0,0,0,0,99632,2824144,4973666,0,15644,9814,14616,46942,5558574,2251852,0,0,0,0,1188530,2445796,1452782,1028048,520336,313846,218378,188066,158794,382866,74829212,26514,35814,69986,1136,21217150,654938,32246302,4349064,583740,583820,554780,563860,628060,597300,586360,620140,478940,753794.92,74829212,74829212,13792136,42358,499280,50700,982460,7897442,1209600,0,na,na,na,37259174.4,0,5723737.92,86,2542,0,68192,2627386,4299716,707748,140828,39468,12948,1156,0,na,158512,74829212,na,7018,2302,369060,457952,1095068,5686214,267964,11864,0,0,na,na,na,na,na,na,na,na,na,26000,436,0,0,0,0,0,0,0,0,356644,96268,30708,79673512,13921242,1838898,327374,47495200,7271164,71031684,149218,0,0,49054680,4027.36,3222,974576,748272,532270,255016,589316,570458,801104,3350050,76380,0,0,0
neg,330,na,20,na,0,0,0,0,0,0,220,19728,31456,108,0,0,19312,0,0,0,0,0,48758,36100,48036,5412,0,0,0,0,46,74,0,0,0,0,0,0,0,0,51512,0,240,182,794,2262,16936,31098,0,0,0,0,36084,8692,4082,970,440,310,208,668,58,0,96896,66,6,18,0,19312,856,35738,12044,na,na,na,na,na,na,na,na,47180,330.12,96896,96896,95656,161,958,9090,96020,51512,1209600,0,na,na,na,21988.8,0,28426.56,6,40,0,0,0,11848,35740,3654,218,52,0,0,na,0,96896,na,1158,30,1104,6596,9490,31810,1324,0,0,0,na,na,na,na,na,na,na,na,na,170,42,0,0,0,0,0,0,0,0,760,76,10,14650,7662,878,156,77580,8764,0,28,0,0,0,115.1,138,30020,7436,2730,834,1812,3586,1056,4032,6,0,0,0
neg,415712,na,654,0,0,0,0,0,0,0,0,0,0,0,0,0,10897674,0,0,0,1156102,1559354,21547786,20485832,3627236,1634138,0,0,0,0,664,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26338606,21882,15308,90880,548,10897674,242482,1102022,2516642,217600,148640,140600,133760,127740,153780,143260,144680,121980,415711.13,26338606,26338606,1470,0,134,56346,858300,0,1209600,415920,0,0,0,20133006.72,0,5316712.32,0,0,0,0,0,0,0,0,0,0,0,0,0,530,26338606,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42132,374,0,0,0,0,0,0,0,0,156782,64100,22208,19965122,3178168,519000,79934,10040,3260,25265778,119046,0,0,11208110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,29342,na,562,456,0,0,0,0,0,0,705454,2474064,235244,166,0,0,1466710,0,0,0,2478,3718,2692036,2011742,962370,626244,0,0,0,0,864,1164,0,0,0,0,0,0,208,935036,2479684,0,2396,2320,3764,5580,477738,2923054,76,0,0,0,1716724,1029264,273930,120380,68636,43412,40874,105542,16166,0,3657278,282,368,400,0,1466710,57058,325636,633644,288900,348060,311380,na,na,na,na,na,8980,29342.38,3657278,3657278,3651236,12075,0,119012,23120,3414928,1209600,142690,4,64,0,1994384.64,1141473.6,274613.76,84,672,0,0,112684,1717262,1379072,186782,12296,5478,1354,0,0,460,3657278,na,5026,676,34884,363224,1014670,1252742,703802,39574,328,2,416,1812,2020068,136948,0,30,0,0,2021660,5414,572,0,0,370,1141882,0,0,0,0,29302,13534,5146,6352630,987832,104890,25050,9303480,931412,3192990,8880,0,0,0,1352.3,1382,1450070,677078,371414,82084,122316,638946,58188,13134,1698,0,0,0
neg,52758,na,220,na,0,0,na,na,na,na,na,na,na,na,na,na,1554724,0,0,0,16296,24454,2784412,2470178,701156,261164,0,0,0,0,284,432,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3502678,1118,774,182,0,1554724,52500,431458,267868,244800,238380,na,na,na,na,na,na,210400,52757.19,3502678,3502678,3509616,15138,81292,103380,1074680,3138334,1209600,0,na,na,na,2829872.64,0,304368,4,680,na,na,na,na,na,na,na,na,na,na,na,0,3502678,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2720,248,0,0,0,0,0,0,0,0,24708,16556,3770,5706866,1021572,135704,19116,5419820,573248,2654496,4662,0,0,51757170,2192.46,1962,na,na,na,na,na,na,na,na,na,na,0,0
neg,28786,na,242,214,0,0,0,0,0,0,2786,92672,993358,914320,59162,0,898776,2398,0,0,0,0,1768044,1438346,434172,274700,0,0,0,0,292,104,0,0,0,0,0,0,1444436,256012,361846,0,3422,1972,2808,231904,1541300,280870,18,0,0,0,893706,359512,144178,109894,107212,222748,225042,0,0,0,2202812,0,128,74,6,898776,28490,154288,278518,240980,na,na,na,na,na,na,na,187500,28785.29,2202812,2202812,2195442,12777,9834,94716,986600,2062310,1209600,50550,2,76,0,1557104.64,35976.96,467115.84,0,0,0,0,0,5254,288524,676460,984300,97236,9072,1446,64,78,2202812,na,4406,530,47172,353110,133726,1053788,455084,14384,92,0,358,250,1479942,10054,0,3104,0,12,1580148,2138,254,0,0,350,36120,0,0,0,0,16478,18160,3700,0,0,47056,12218,234380,52830,0,0,0,0,0,1109.5,1256,524326,348902,189486,86078,172222,140860,126090,102280,317414,54636,0,0
neg,34558,na,318,na,0,0,0,0,0,0,103956,602980,1091742,241262,3428,0,1009610,0,0,0,1970,3604,1845772,1640308,469392,179176,0,0,0,0,508,114,0,0,0,0,0,5070,725406,955724,357168,0,2164,1508,2428,6310,914128,1116810,18,2,0,0,803776,370210,188552,134426,108826,113446,185070,126398,12094,570,2317352,20,40,58,10,1009610,32384,334956,132822,231680,1310700,1310700,1310700,1310700,1310700,1310700,1310700,235020,34557.2,2317352,2317352,2307474,na,49958,109092,1104900,2043368,1209600,0,na,na,na,1869298.56,0,172577.28,na,na,0,0,20956,362100,787038,807338,58738,6504,694,0,na,28,2317352,na,1306,202,68666,126518,134034,1608186,102692,1762,2,0,na,na,na,na,na,na,na,na,na,1030,82,0,0,0,0,0,0,0,0,15532,32434,7024,0,0,70860,10302,4026060,450712,0,0,0,0,33557200,na,na,184834,315636,219400,124116,296970,369608,324012,116264,90776,1752,0,0
neg,137128,na,604,na,0,0,0,0,0,53010,2827742,3623656,1195786,116918,2972,498,3361604,0,0,0,85634,133000,6749538,5979864,1167804,716818,0,0,0,0,550,2206,0,0,0,0,0,34864,368096,4843342,2574280,0,4324,1442,2658,3896,32734,7775524,4,0,0,0,1740458,2669382,1310274,688530,379414,236104,196682,333898,231134,34706,8004336,14,12,28,0,3361604,103616,481674,680992,188500,165840,158340,180600,171460,181560,na,na,106840,137128.4,8004336,8004336,8014576,46587,1188,63630,732340,7820582,1209600,0,na,na,na,7204837.44,13.44,609334.08,8,650,0,972,798244,3959440,2044746,858206,128144,28462,2358,10,na,0,8004336,na,10578,1556,10926,586926,411720,3980264,2741116,77184,312,0,na,na,na,na,na,na,na,na,na,4986,138,0,0,0,12,0,0,0,0,49910,33362,7956,24508550,3414774,333944,47172,40694220,4135954,273464,194580,0,0,17128420,3321.88,3392,664554,1279714,767026,321510,613362,682126,924896,2508796,58598,0,0,0
neg,29490,na,0,na,0,0,0,0,0,0,4866,354738,2537498,681010,27050,686,1572020,16246,0,na,0,0,2264204,1181946,1799852,936102,0,0,62898,0,0,0,0,0,0,0,0,0,2079968,1524542,1338,0,31138,29122,58588,1510936,1903148,72916,0,0,0,0,1222516,996664,431104,289738,212572,173332,168076,97116,14690,40,4064988,98,626,844,464,1572020,110644,747518,1041920,527320,507300,578520,0,0,0,0,0,170820,29489.9,4064988,4064988,na,16417,310892,na,422320,na,1209600,0,na,na,na,3126590.4,0,468466.56,na,na,0,0,0,666,731394,2241822,535778,74606,20428,1154,na,654,4064988,na,8674,1824,492394,693372,1808780,578676,21588,540,0,0,na,na,na,na,na,na,na,na,na,3670,574,na,na,na,na,na,na,na,na,93076,7740,1514,8264828,1861550,115396,15226,13493460,1862190,0,30606,0,0,na,na,na,489868,2000426,687194,227518,161572,32840,5168,908,354,0,0,0
neg,1426,na,2130706436,38,0,0,0,0,0,0,82,42236,41148,0,0,0,31146,0,0,0,0,0,85860,79644,10444,3992,0,0,0,0,28,16,0,0,0,0,0,0,56700,26766,0,0,78,14,34,56,1358,81926,0,0,0,0,34586,39396,7350,1904,130,44,24,32,0,0,96336,4,364,336,0,31146,592,5972,4446,na,na,na,na,na,na,na,na,10200,1425.13,96336,96336,99086,266,0,9504,96060,83466,1209600,1604,2,2,0,73870.08,0,9493.44,0,26,0,0,0,15336,65102,2496,392,126,14,0,0,6,96336,na,150,22,2894,2552,1246,48488,27004,1104,6,0,62,68,74238,56942,0,2,0,12,74280,70,56,0,0,0,0,0,0,0,0,386,120,198,0,0,422,158,461200,46124,40762,36,0,0,425150,56.14,60,10246,9582,2628,1310,3376,55894,430,0,0,0,0,0
pos,791254,na,na,na,na,na,0,14868,921256,9292232,17829808,16418686,5286406,370400,15482,0,16175962,12142,0,na,4115140,6289860,35402544,33278180,13792288,4396396,na,0,0,0,na,na,0,0,0,0,0,0,48206,32339732,17761200,0,291518,192100,156468,142506,38551590,10814792,162,2,0,0,10722776,13721260,8503616,5099010,3309960,2280026,2307222,3015564,738916,450788,53326088,na,na,na,na,16175962,570394,3965738,9803976,389780,335600,272280,241120,232480,246140,257300,293720,502860,791253.58,53326088,53326088,52153362,281154,na,na,1168940,50149138,1209600,na,na,na,na,41232372.48,0,8856571.2,na,na,7254,596600,7713378,6916904,11272358,14883860,7258736,1460916,38966,166,na,na,53326088,na,68136,11932,1957784,5499446,2049652,26852268,13372038,337520,362,0,8082,48246,35641650,16404972,692,106652,0,0,37971484,na,na,na,na,na,na,na,na,na,na,381376,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,9385322,6823460,3625532,1380864,3262488,5727988,7563752,12114820,264714,198,na,na
neg,65008,na,144,122,0,0,0,0,0,0,356,149676,2258556,1210538,63748,160,1811524,0,0,0,0,0,3382910,3121122,407118,234358,0,0,0,0,180,64,0,0,0,0,0,76876,1738964,1407496,459698,0,2166,2438,5302,113636,2902336,657048,98,6,4,0,1196012,813916,395038,337260,276146,220656,211558,232448,0,0,3790204,164,518,316,2,1811524,42006,239250,166870,121100,106120,163960,na,na,na,na,na,12480,65008.32,3790204,3790204,3807072,26172,4456,14290,157480,3683034,1209600,97092,0,82,0,3289614.72,0,390759.36,0,0,0,0,0,7980,1204496,2011258,439640,16828,2814,18,172,194,3790204,na,2762,384,59114,162328,231110,2293956,926052,7268,60,0,292,152,3196890,56154,28,4140,0,0,3301828,1060,108,0,0,0,0,0,0,0,0,18446,60522,11642,0,0,128114,22278,207760,55058,0,0,0,0,5313150,729.32,726,406908,507468,401942,214962,434000,350616,298860,257950,781996,28332,0,0
neg,48,2,42,32,0,0,0,0,0,0,16326,12620,1368,0,0,0,7688,0,56,0,478,1530,31546,25142,15108,2354,0,0,0,0,78,78,0,0,0,0,0,0,0,2634,27680,0,178,10,26,400,660,5008,23956,76,0,0,27186,1420,334,246,148,98,450,128,170,134,47188,0,6,10,0,7688,458,8456,6606,na,na,na,na,na,na,na,na,14580,47.45,47188,47188,48140,65,0,4396,46660,30426,1209600,1016,4,12,0,6567.36,0,22747.2,2,36,0,0,18076,8940,2136,556,604,2,0,0,0,8,47188,0,1240,32,44,708,156,7988,18324,1790,32,0,50,162,8104,852,0,0,0,0,8196,130,96,0,0,0,0,0,0,0,0,476,0,0,360,162,228,52,19560,1958,19794,8,0,0,0,168.66,112,24400,4286,764,92,186,408,178,0,0,0,0,0
neg,1044,na,36,na,0,0,0,0,2028,32198,86210,32440,4026,0,0,0,47360,0,0,0,16724,25618,124266,120080,86566,7872,0,0,0,0,274,162,0,0,0,0,0,0,0,4924,151978,0,1510,396,604,1548,5286,147558,0,0,0,0,103766,27926,18352,3286,2414,322,128,480,184,44,227708,18,22,14,0,47360,1474,58786,25534,na,na,na,na,na,na,na,na,84260,1043.52,227708,227708,224112,433,14042,21834,226020,156902,1209600,0,na,na,na,62752.32,1.92,92907.84,2,92,44,17566,86080,43306,8590,996,320,0,0,0,na,0,227708,na,1368,78,2934,27658,44710,79980,174,0,0,0,na,na,na,na,na,na,na,na,na,790,78,0,4,0,0,0,0,0,0,1588,78,10,10024,4910,1820,306,384560,53478,114,64,0,0,43550,236.18,278,95272,16560,8474,3086,6538,3620,3252,20100,0,0,0,0
neg,59200,na,na,na,na,na,0,0,0,0,880,862630,3132710,373098,10518,194,1734562,0,0,na,0,0,3635450,3157148,1321254,445912,na,0,0,0,na,na,0,0,0,0,0,511336,3352468,468360,47866,0,7986,7588,8210,56242,3283422,1016544,38,0,0,0,1761768,636734,350332,283418,255920,292846,462932,328976,7096,8,4957608,na,na,na,na,1734562,57556,891046,428076,281360,335640,331180,327840,0,0,0,0,29960,59200.53,4957608,4957608,na,30261,na,na,107300,na,1209600,na,na,na,na,3934440.96,0,441816,na,na,0,0,0,77258,1786950,2141138,321758,44026,8472,428,na,na,4957608,na,5298,892,206050,148820,589818,3123622,300062,5466,2,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,33166,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,462310,1034756,845814,545688,1003676,382494,92818,11672,802,0,na,na
neg,756,na,0,na,0,0,0,0,0,0,138,110,52772,0,0,0,23226,0,0,0,0,0,51370,45898,16460,2434,0,0,0,0,0,0,0,0,0,0,0,0,32022,19694,1304,0,1428,74,118,180,280,50940,0,0,0,0,32088,16280,3110,800,224,190,328,0,0,0,67878,0,136,8,12,23226,694,11772,4654,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,16080,756.39,67878,67878,74104,154,754,6588,67580,53020,1209600,0,na,na,na,43224,0,8317.44,na,na,0,0,0,0,43700,8286,844,144,46,0,na,0,67878,na,1416,28,1806,5008,2246,32686,8246,1546,38,0,na,na,na,na,na,na,na,na,na,108,30,0,0,0,0,0,0,0,0,428,212,56,0,0,1134,294,158140,16800,0,0,0,0,0,na,na,10740,7994,2914,1524,4562,25242,44,0,0,0,0,0
neg,372,na,0,na,0,0,0,0,0,0,142,25532,1696,0,0,0,11590,0,0,0,0,0,26294,22968,5660,936,0,0,0,0,0,0,0,0,0,0,0,0,20214,5458,1698,0,1866,46,44,48,270,25096,0,0,0,0,15070,9272,2088,328,128,454,30,0,0,0,31996,0,26,2,0,11590,394,2750,2880,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,5320,371.42,31996,31996,38250,83,942,3042,31700,27370,1209600,0,na,na,na,21442.56,0,4130.88,na,na,0,0,0,20788,5982,450,132,18,0,0,na,0,31996,na,1784,20,56,1174,1044,2518,19178,1586,10,0,na,na,na,na,na,na,na,na,na,70,34,0,0,0,0,0,0,0,0,270,0,0,0,0,514,138,107480,11494,0,0,0,0,0,na,na,6454,4608,1564,244,322,14144,34,0,0,0,0,0
neg,36390,4,104,96,222,296,0,0,0,1910,223732,1514684,454360,39672,208,0,1047638,0,46,0,12506,21506,2044070,1807700,430132,173454,0,0,0,0,596,1720,0,0,0,0,0,0,8782,828926,1396858,0,5566,4302,6128,8102,8898,2189912,9978,1680,0,0,854856,479684,232636,183962,116356,83630,68524,71484,66844,76590,2487648,262,274,3278,16,1047638,24942,228340,198870,203420,213980,na,na,na,na,na,na,3700,36389.04,2487648,2487648,2443958,12070,19766,766,58040,2236776,1209600,62646,2,86,0,1885744.32,61806.72,285368.64,58,694,0,6,69472,910604,966610,260608,21856,4480,918,12,648,698,2487648,0,5738,864,70758,189796,67818,1224558,654596,20322,114,2,86,3114,1886768,921910,0,18,0,0,1901528,2296,750,0,0,20,61836,0,0,0,0,15756,5830,3838,2695804,401032,44334,12170,2693920,343696,2338516,606,0,30,0,1743.58,1808,362742,299998,146460,81686,197074,187242,879292,75018,5054,0,0,54
